,cost,address,unitType,bedrooms,bathrooms,hydro,heat,water,wifi_info,parking,agreement,pet,size,furnished,appliances,ac,outdoor,smoking,amenities,url
0,854,"4030 Rae Street, Regina, SK, S4S 3A3",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4030-rae-street/1505749997
0,814,"4030 Rae Street, Regina, SK, S4S 3A3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4030-rae-street/1505749985
0,994,"4029 Retallack Street, Regina, SK, S4S 3C2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4029-retallack-street/1505749988
0,849,"2835 Parliament Ave, Regina, SK, S4S 2L1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2835-parliament-ave/1505749917
0,699,"2155 Rose Street, Regina, SK, S4P 2A5",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-2155-rose-street/1505749952
0,799,"3954 Rae Street, Regina, SK, S4S 3A2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3954-rae-street/1505749966
0,849,"4110 Rae Street, Regina, SK, S4S 3A4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4110-rae-street/1505749976
0,854,"4110 Rae Street, Regina, SK, S4S 3A4",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4110-rae-street/1505749993
0,854,"3900 Rae Street, Regina, SK, S4S 3A2",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3900-rae-street/1505749932
0,854,"4076 Rae Street, Regina, SK, S4S 3A3",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4076-rae-street/1505749996
0,974,"1520 Alexandra Street, Regina, SK, S4T 4N9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,650,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-1520-alexandra-street/1505749922
0,889,"3900 Rae Street, Regina, SK, S4S 3A2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3900-rae-street/1505749936
0,814,"2924 Parliament Ave, Regina, SK, S4S 2L4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2924-parliament-ave/1505749928
0,799,"3929 Retallack Street, Regina, SK, S4S 3C1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3929-retallack-street/1505749957
0,814,"4076 Rae Street, Regina, SK, S4S 3A3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4076-rae-street/1505749980
0,849,"4019 Retallack Street, Regina, SK, S4S 3C2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4019-retallack-street/1505749968
0,854,"3941 Retallack Street, Regina, SK, S4S 3C1",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3941-retallack-street/1505749965
0,725,"2121 Smith Street, Regina, SK, S4P 2P3",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-2121-smith-street/1505749896
0,699,"1520 Alexandra Street, Regina, SK, S4T 4N9",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-1520-alexandra-street/1505749935
0,799,"3854 Rae Street, Regina, SK, S4S 3A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3854-rae-street/1505749916
0,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,763,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/coronation-park-apartment-for-rent-3525-avonhurst-dr/1539483938
0,1319,"75 Cavendish St., Regina, SK, S4N 5B9",Townhouse,3,1.5,0,0,0,Cable / TV,1,1 Year,1,1047,0,"Laundry (In Unit),Fridge / Freezer",0,"Yard,Balcony",1,Not Included,/v-apartments-condos/regina/3-bedroom-townhouse-75-cavendish-st/1569904747
0,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,520,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-1424-victoria-ave/1505780189
0,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/affordable-2-bedroom-suite/1570522689
0,814,"3864 Rae Street, Regina, SK, S4S 3A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3864-rae-street/1505749883
0,854,"801 Grey Street, Regina, SK, S4T 5G8",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-801-grey-street/1505749902
0,814,"3864 Rae Street, Regina, SK, S4S 3A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3864-rae-street/1505749883
0,675,"2821 Parliament Ave, Regina, SK, S4S 2L1",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2821-parliament-ave/1505749947
0,994,"2821 Parliament Ave, Regina, SK, S4S 2L1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2821-parliament-ave/1505749915
0,879,"2121 Smith Street, Regina, SK, S4P 2P3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-2121-smith-street/1505749885
0,854,"3864 Rae Street, Regina, SK, S4S 3A1",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3864-rae-street/1505749906
0,1189,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,860,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,1,"24 Hour Security,Storage Space",/v-apartments-condos/regina/2-bedroom-premium-22-41-munroe-pl-renovated-suite/1565117719
0,700,"2134 Cornwall St., Regina, SK, S4P 2K7",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/clinworth-one-bedroom-apartment-for-rent/1559573173
0,650,"2620 12th Ave., Regina, SK, S4T 1H9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/huntington-one-bedroom-apartment-for-rent/1539978833
0,1300,"S4P3y8, Canada",Condo,1,1.0,0,1,1,Not Included,1,1 Year,0,632,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,Balcony,0,Not Included,/v-apartments-condos/regina/downtown-condo-for-rent/1570087027
0,1100,"Blake Cres, Regina, SK S4X, Canada",Townhouse,2,1.0,0,0,0,Not Included,1,1 Year,0,875,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/house-2-beds-1-bath-for-rent-1100/1570085766
0,1200,"10 Ave W, Melville, SK S0A 2P0, Canada",House,3,1.0,1,1,1,Not Included,1,1 Year,0,950,1,"Laundry (In Building),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/main-floor-house-for-rent-melville/1570079959
0,940,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,659,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/newly-renovated-1-bedroom-apartment-for-rent/1570072030
0,1250,"Froom Crescent, Regina, SK S4N 1B7, Canada",House,2,1.0,0,1,1,Cable / TVInternet,2,1 Year,0,1050,0,"Laundry (In Building),Fridge / Freezer",1,"Yard,Balcony",0,Not Included,/v-apartments-condos/regina/2-bedroom-house-for-rent/1570068559
0,915,"2178 Osler St, Regina, SK S4P 1W6, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,900,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,"24 Hour Security,Storage Space",/v-apartments-condos/regina/2-bedroom-apartment-for-rent/1570066270
0,1085,"2131 Angus Street, Regina, SK, S4T 2A1",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,875,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/2-bedroom-for-rent-heat-water-included/1570057876
0,775,"5  Russell Dr, Yorkton, SK, S3N 3V5",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,"Yard,Balcony",0,Not Included,/v-apartments-condos/regina/modern-renovated-apartment-available-1-bedroom-with-parking-av/1570056700
0,1690,", S4N 1L6, Regina, SK",House,3,1.5,0,0,0,Not Included,3+,1 Year,0,1100,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/douglas-park-3-bedroom-family-bungalow/1570057731
0,1749,"1827 Albert St, Regina, SK, S4P 2S9",Apartment,1,1.0,1,1,1,Cable / TVInternet,0,Month-to-month,0,-1,1,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",1,Not Included,0,"Gym,24 Hour Security",/v-apartments-condos/regina/suite-108-luxurious-1-bdrm-furnished-suite-a-rare-find/1562142537
0,800,"S4S4G2, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,700,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/one-bedroom-south-end/1570030725
0,850,"S4T 2G 3, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,700,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/one-bedroom-cathedral/1570028456
0,600,"S4X0C2, Canada",Basement,1,1.0,1,1,0,Cable / TVInternet,1,Month-to-month,0,700,1,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/lakeridge-suite-for-rent/1570025138
0,1445,"5200 Parliament Ave, Regina, SK S4W 0R5, Canada",Apartment,2 + Den,2.0,0,1,1,Not Included,2,Month-to-month,1,857,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/2-bed-den-2-bath-for-july-august-underground-parking/1568433818
0,1750,"14 Milford Crescent, Regina, SK S4N 1K7, Canada",House,3 + Den,2.0,0,0,0,Not Included,3+,1 Year,1,1300,0,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",1,"Yard,Balcony",0,Not Included,/v-apartments-condos/regina/spacious-4-bedrooms-2-bathroom-house-glencairn-for-rent/1567616073
0,1000,"2140 9th Ave N, Regina, SK S4R 7Z8, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,840,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,1,"24 Hour Security,Bicycle Parking",/v-apartments-condos/regina/2-bedroom-near-northgate-area/1552606086
0,900,"2140 9th Ave N, Regina, SK S4R 7Z8, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,730,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,1,"24 Hour Security,Bicycle Parking",/v-apartments-condos/regina/1-bedroom-northgate-area/1552605253
0,800,"240 13 St, Weyburn, SK S4H 1L2, Canada",Basement,2,1.0,1,1,1,Not Included,2,Month-to-month,0,780,0,"Laundry (In Unit),Laundry (In Building),Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/weyburn-two-bedroom-basement-suite-utilities-included/1566448364
0,800,"133 Davidson Crs., Regina, SK, S4S 4T2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/casavilla-one-bedroom-apartment-for-rent/1569991856
0,-1,", Regina, SK, Canada",House,2,1.0,0,0,0,Not Included,1,1 Year,0,800,0,Not Included,0,"Yard,Balcony",0,Not Included,/v-apartments-condos/regina/contact-us-today-for-available-rental-properties/1149834667
0,900,"2250 Rose St., Regina, SK, S4P 2A7",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,0,900,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/lily-rose-two-bedroom-apartment-for-rent/1569970293
0,1750,"S4H 0A3, Canada",House,3 + Den,2.0,1,1,1,Cable / TVInternet,3+,1 Year,1,1750,0,"Laundry (In Unit),Laundry (In Building)",0,"Yard,Balcony",0,Not Included,/v-apartments-condos/regina/2012-built-home-for-rent-weyburn-area/1569980212
0,1285,"2275 McIntyre St, Regina, SK S4P 2S1, Canada",Condo,2,2.0,1,1,1,Not Included,2,1 Year,0,1400,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/downtown-condo-for-rent-1285-mo-2-bed-2bath/1569958120
0,450,"141 6 St, Weyburn, SK S4H 1B1, Canada",Apartment,Bachelor/Studio,1.0,1,1,1,Internet,1,Month-to-month,1,200,1,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/weyburn-downtown-studio-bachelor-apartment-internet-included/1569971666
0,700,"1765 Hamilton St, Regina, SK S4P 2B4, Canada",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,350,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/apartment-for-rent/1569964133
0,1285,"2275 McIntyre St, Regina, SK S4P 2S1, Canada",Condo,2,2.0,1,1,1,Not Included,2,1 Year,0,1400,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,1,Elevator in Building,/v-apartments-condos/regina/downtown-condo-for-rent-1285-mo-2-bed-2bath/1569958496
0,450,"Harvey St, Regina, SK S4N 2M7, Canada",House,1,1.0,0,1,1,Not Included,1,1 Year,0,90,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/room-available-for-rent-for-450-00/1569956247
0,1950,"5321 Squires Rd, Regina, SK S4W 0L8, Canada",House,3,2.5,0,0,0,Not Included,2,1 Year,1,1475,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/3br-2-5-bth-pet-friendly-harbour-landing-house-for-rent/1569955190
0,1900,"Green Jade Ln, Regina, SK S4V 3K7加拿大",Townhouse,3,2.0,0,0,0,Not Included,1,1 Year,1,1044,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/the-modern-house-for-rent/1569944878
0,715,"25 Shaw St, Regina, SK S4R 3M5, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,1,Storage Space,/v-apartments-condos/regina/1-bedroom-apartment-25-shaw-st-regina/1568274317
0,1350,"2727 Victoria Ave, Regina, SK S4T 1K4, Canada",Condo,1 + Den,1.5,0,1,1,Not Included,1,1 Year,0,1193,0,"Laundry (In Unit),Fridge / Freezer",1,Balcony,0,Elevator in Building,/v-apartments-condos/regina/1-bedroom-condo-cathedral-area-1395/1569935193
0,750,"2104  14th Ave, Regina, SK, S4P 0X6",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,343,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/bachelor-available-close-to-university-of-regina/1545349749
0,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,763,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/coronation-park-apartment-for-rent-3525-avonhurst-dr/1539483938
0,940,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,659,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/newly-renovated-1-bedroom-apartment-for-rent/1570072030
0,1319,"75 Cavendish St., Regina, SK, S4N 5B9",Townhouse,3,1.5,0,0,0,Cable / TV,1,1 Year,1,1047,0,"Laundry (In Unit),Fridge / Freezer",0,"Yard,Balcony",1,Not Included,/v-apartments-condos/regina/3-bedroom-townhouse-75-cavendish-st/1569904747
0,945,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/newly-renovated-bachelor-apartment-for-rent/1565286570
0,1200,"2190 Broder St, Regina, SK S4N 3S4, Canada",Basement,2,1.0,0,0,0,Not Included,2,1 Year,0,900,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/luxury-2-bedroom-in-great-area-1200-00-available:-july-aug-21/1569922111
0,1600,"3364 Grant Rd, Regina, SK S4S 5H5加拿大",Townhouse,3,2.0,1,1,1,Cable / TVInternet,1,1 Year,1,1200,1,"Laundry (In Unit),Laundry (In Building),Fridge / Freezer",0,Not Included,1,Not Included,/v-apartments-condos/regina/townhouse-for-rent-near-university/1569908285
0,1319,"75 Cavendish St., Regina, SK, S4N 5B9",Townhouse,3,1.5,0,0,0,Cable / TV,1,1 Year,1,1047,0,"Laundry (In Unit),Fridge / Freezer",0,"Yard,Balcony",1,Not Included,/v-apartments-condos/regina/3-bedroom-townhouse-75-cavendish-st/1569904747
0,1200,"31 Rodenbush Dr, Regina, SK S4R 7W7, Canada",Condo,1,1.0,1,1,1,Cable / TV,1,Month-to-month,0,730,1,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/1-br-fully-furnished-executive-apartment-july-1/1569902003
0,725,"378  Parkview Road, Yorkton, SK, S3N 3A9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/pet-friendly-1-bedroom-apartment-for-rent/1569895260
0,-1,"1867 Hamilton St, Regina, SK S4M 0A1, Canada",Condo,2 + Den,1.0,1,0,1,Cable / TV,1,1 Year,0,860,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Not Included,0,"Gym,Concierge,24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",/v-apartments-condos/regina/downtown-regina-fully-furnished-condo-for-rent-a-must-see/1569889501
0,1900,"Regina Airport, 5201 Regina Ave #1, Regina, SK S4W 1B3, Canada",House,3,1.5,1,1,1,Cable / TVInternet,2,Month-to-month,1,900,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/2-1-bedroom-furnished-house-for-rent-in-broders-annex-regina/1569876902
0,1800,"1901 Victoria Ave, Regina, SK S4P 3R4, Canada",Condo,2,2.0,1,1,1,Cable / TVInternet,1,Month-to-month,1,1350,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"24 Hour Security,Bicycle Parking,Storage Space,Elevator in Building",/v-apartments-condos/regina/two-bedroom-furnished-condo-for-rent-downtown-regina/1569874992
0,795,"2167 Angus St, Regina, SK S4T 2A1, Canada",Condo,1,1.0,0,0,1,Not Included,1,1 Year,0,650,0,"Laundry (In Unit),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/open-layout-1-bdrm-condo-near-dwntwn-insuite-laundry-cntrl-air/1569855468
0,995,"2001 Cornwall St, Regina, SK S4P 3X9, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,654,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,"Gym,Elevator in Building",/v-apartments-condos/regina/fully-renovated-one-bedroom-apartment/1569854597
0,500,"2175 Robinson St., Regina, SK, S4T 2P8",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/modern-bachelor-apartment-for-rent/1569854146
0,1000,"339A Montreal St, Regina, SK S4R 8N4, Canada",Duplex/Triplex,2,2.0,0,0,1,Not Included,1,Month-to-month,0,900,0,"Laundry (In Unit),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/house-for-rent-at-339a-montreal-st/1569853099
0,1000,"339A Montreal St, Regina, SK S4R 8N4, Canada",Duplex/Triplex,2,2.0,0,0,1,Not Included,1,Month-to-month,0,900,0,"Laundry (In Unit),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/house-for-rent-at-339a-montreal-st/1569852628
0,960,"2167 Angus St, Regina, SK S4T 2A1, Canada",Condo,2,1.0,0,0,1,Not Included,1,1 Year,0,750,0,"Laundry (In Unit),Fridge / Freezer",1,Balcony,0,Storage Space,/v-apartments-condos/regina/lovely-2-bdrm-condo-near-downtown-insuite-laundry-central-air/1569852043
0,-1,", S4P 1Y3, Regina, SK, Canada",Apartment,2,1.0,0,0,1,Not Included,1,Month-to-month,0,800,0,Not Included,1,Balcony,1,Elevator in Building,/v-apartments-condos/regina/seniors-building/1333154293
0,-1,"Regina, SK S4P1Y3, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,Not Included,1,Balcony,1,Not Included,/v-apartments-condos/regina/suites-for-rent/1333145066
0,800,"Cameron St, Regina, SK S4T 2S9, Canada",House,2,1.0,0,0,0,Not Included,0,Month-to-month,0,900,0,"Laundry (In Unit),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/2-bedroom-house-11-block-cameron/1569845538
0,800,"2231 Albert St., Regina, SK, S4P 2V6",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Storage Space,/v-apartments-condos/regina/braemar-two-bedroom-apartment-for-rent/1569837442
0,1400,"2315 116, Regina S4P 3Y8 SK, Canada",Condo,2,1.0,1,1,1,Not Included,1,1 Year,0,770,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/2-bdrm-condo-downtown/1561920855
0,-1,"475 1 Ave NW, Weyburn, SK S4H, Canada",Apartment,2,1.0,0,0,1,Not Included,1,Month-to-month,0,900,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/weyburn-2-bedroom-for-rent/1490605438
0,-1,"465 1 Ave NW, Weyburn, SK S4H, Canada",Apartment,2,2.0,0,0,1,Not Included,1,Month-to-month,0,860,1,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/2-bedroom-2-bathroom-weyburn-sk/1407041412
0,1450,"S4T2N9, Canada",House,3 + Den,2.0,0,0,0,Not Included,3+,1 Year,0,2400,0,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/beautiful-house-for-rent/1569829948
0,1368,"1701 Horizons Way, Regina, SK, S4Y 0G5",Apartment,3,2.0,0,0,1,Not Included,1,1 Year,1,949,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/pet-friendly-three-bedroom-two-bath-with-in-suite-laundry-for/1569811112
0,1400,"2200 Francis St, Regina, SK S4N 2P5, Canada",Duplex/Triplex,2,1.0,1,1,1,Not Included,1,1 Year,0,900,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/two-bedroom-main-floor-suite-close-easy-access-to-university/1569450179
0,1000,"75 Gladstone Ave. N, Yorkton S3N 2A4 SK",House,2,1.5,0,0,0,Not Included,2,1 Year,0,740,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/house-for-rent-in-yorkton/1569796469
0,1100,"2053 Montague St, Regina, SK S4T 3J8, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,900,0,"Laundry (In Unit),Laundry (In Building),Fridge / Freezer",0,Balcony,0,Bicycle Parking,/v-apartments-condos/regina/cathedral-2-bed-with-in-suite-laundry-balcony/1569790677
0,1100,"235 King St, Regina, SK S4R 4H2, Canada",Duplex/Triplex,2,1.0,0,0,0,Not Included,3+,Month-to-month,0,950,0,"Laundry (In Unit),Laundry (In Building),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/basement-suite-for-rent/1569785019
0,765,"2131 Angus Street, Regina, SK, S4T 2A1",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,425,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/bachelor-for-rent-heat-water-included/1564779410
