,cost,address,unitType,bedrooms,bathrooms,hydro,heat,water,wifi_info,parking,agreement,pet,size,furnished,appliances,ac,outdoor,smoking,amenities,url,has_den
337,725,"4020 Robinson Street, Regina, SK, S4S 3C9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,320,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4020-robinson-street/1505779633,0
338,1074,"4039 Retallack Street, Regina, SK, S4S 3C2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4039-retallack-street/1505779439,0
339,1154,"4076 Rae Street, Regina, SK, S4S 3A3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4076-rae-street/1505779394,0
340,754,"2935 Parliament Avenue, Regina, SK, S4S 2L3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,320,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-2935-parliament-avenue/1505779326,0
341,734,"3025 Parliament Avenue, Regina, SK, S4S 2L6",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,320,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3025-parliament-avenue/1505779337,0
342,864,"1544 Alexandra Street, Regina, SK, S4T 4N9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/west-apartment-for-rent-1544-alexandra-street/1505779195,0
343,994,"2805 Parliament Ave, Regina, SK, S4S 2L1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-2805-parliament-ave/1505779296,0
344,734,"4019 Retallack Street, Regina, SK, S4S 3C2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,320,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4019-retallack-street/1505779349,0
345,854,"4049 Retallack Street, Regina, SK, S4S 3C2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4049-retallack-street/1505779469,0
346,1154,"3025 Parliament Avenue, Regina, SK, S4S 2L6",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,720,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3025-parliament-avenue/1505779342,0
347,725,"3955 Retallack Street, Regina, SK, S4S 3C1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3955-retallack-street/1505779568,0
348,854,"3954 Rae Street, Regina, SK, S4S 3A2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3954-rae-street/1505779328,0
349,974,"1544 Alexandra Street, Regina, SK, S4T 4N9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,650,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/west-apartment-for-rent-1544-alexandra-street/1505779194,0
350,1134,"2155 Rose Street, Regina, SK, S4P 2A5",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/downtown-apartment-for-rent-2155-rose-street/1505779149,0
358,849,"4039 Retallack Street, Regina, SK, S4S 3C2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4039-retallack-street/1505750013,0
359,949,"4114 Rae Street, Regina, SK, S4S 3A4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4114-rae-street/1505750003,0
360,814,"3864 Rae Street, Regina, SK, S4S 3A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3864-rae-street/1505749883,0
362,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/affordable-2-bedroom-suite/1570522689,0
363,1300,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,2,2.0,0,1,1,Not Included,0,1 Year,1,832,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-2-bedroom-apartment-for-rent/1564023315,0
364,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,0,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-basement-22-41-munroe-pl/1556401371,0
365,949,"4114 Rae Street, Regina, SK, S4S 3A4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4114-rae-street/1505750003,0
366,854,"4029 Retallack Street, Regina, SK, S4S 3C2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4029-retallack-street/1505749986,0
370,999,"4122 Rae Street, Regina, SK, S4S 3A4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4122-rae-street/1505749994,0
371,699,"2835 Parliament Ave, Regina, SK, S4S 2L1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,320,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-2835-parliament-ave/1505749934,0
372,999,"2915 Parliament Ave, Regina, SK, S4S 2L3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,720,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-2915-parliament-ave/1505749961,0
373,994,"4114 Rae Street, Regina, SK, S4S 3A4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4114-rae-street/1505750001,0
374,1154,"3026 Parliament Avenue, Regina, SK, S4S 2L5",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3026-parliament-avenue/1505749951,0
375,854,"3940 Retallack Street, Regina, SK, S4S 3B9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3940-retallack-street/1505749979,0
376,799,"2935 Parliament Avenue, Regina, SK, S4S 2L3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-2935-parliament-avenue/1505749954,0
377,754,"3918 Rae Street, Regina, SK, S4S 3A2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3918-rae-street/1505749972,0
378,754,"3929 Retallack Street, Regina, SK, S4S 3C1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3929-retallack-street/1505749955,0
379,814,"2915 Parliament Ave, Regina, SK, S4S 2L3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-2915-parliament-ave/1505749958,0
380,994,"4122 Rae Street, Regina, SK, S4S 3A4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4122-rae-street/1505749999,0
381,799,"3025 Parliament Avenue, Regina, SK, S4S 2L6",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3025-parliament-avenue/1505749962,0
382,799,"3918 Rae Street, Regina, SK, S4S 3A2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3918-rae-street/1505749977,0
383,799,"3026 Parliament Avenue, Regina, SK, S4S 2L5",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3026-parliament-avenue/1505749953,0
384,794,"3941 Retallack Street, Regina, SK, S4S 3C1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3941-retallack-street/1505749960,0
385,854,"4030 Rae Street, Regina, SK, S4S 3A3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4030-rae-street/1505749997,0
386,814,"4030 Rae Street, Regina, SK, S4S 3A3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4030-rae-street/1505749985,0
387,994,"4029 Retallack Street, Regina, SK, S4S 3C2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4029-retallack-street/1505749988,0
388,849,"2835 Parliament Ave, Regina, SK, S4S 2L1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-2835-parliament-ave/1505749917,0
389,699,"2155 Rose Street, Regina, SK, S4P 2A5",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,320,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/downtown-apartment-for-rent-2155-rose-street/1505749952,0
390,799,"3954 Rae Street, Regina, SK, S4S 3A2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3954-rae-street/1505749966,0
391,849,"4110 Rae Street, Regina, SK, S4S 3A4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4110-rae-street/1505749976,0
392,854,"4110 Rae Street, Regina, SK, S4S 3A4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4110-rae-street/1505749993,0
393,854,"3900 Rae Street, Regina, SK, S4S 3A2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3900-rae-street/1505749932,0
394,854,"4076 Rae Street, Regina, SK, S4S 3A3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4076-rae-street/1505749996,0
395,974,"1520 Alexandra Street, Regina, SK, S4T 4N9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,650,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/west-apartment-for-rent-1520-alexandra-street/1505749922,0
396,889,"3900 Rae Street, Regina, SK, S4S 3A2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3900-rae-street/1505749936,0
397,814,"2924 Parliament Ave, Regina, SK, S4S 2L4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-2924-parliament-ave/1505749928,0
398,799,"3929 Retallack Street, Regina, SK, S4S 3C1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3929-retallack-street/1505749957,0
399,814,"4076 Rae Street, Regina, SK, S4S 3A3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4076-rae-street/1505749980,0
400,849,"4019 Retallack Street, Regina, SK, S4S 3C2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-4019-retallack-street/1505749968,0
401,854,"3941 Retallack Street, Regina, SK, S4S 3C1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3941-retallack-street/1505749965,0
402,725,"2121 Smith Street, Regina, SK, S4P 2P3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,320,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/downtown-apartment-for-rent-2121-smith-street/1505749896,0
403,699,"1520 Alexandra Street, Regina, SK, S4T 4N9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,320,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/west-apartment-for-rent-1520-alexandra-street/1505749935,0
404,799,"3854 Rae Street, Regina, SK, S4S 3A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3854-rae-street/1505749916,0
405,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,763,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/coronation-park-apartment-for-rent-3525-avonhurst-dr/1539483938,0
406,1319,"75 Cavendish St., Regina, SK, S4N 5B9",Townhouse,3,1.5,0,0,0,Cable / TV,1,1 Year,1,1047,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,"['Yard', 'Balcony']",1,['Not Included'],/v-apartments-condos/regina/3-bedroom-townhouse-75-cavendish-st/1569904747,0
407,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,520,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/downtown-apartment-for-rent-1424-victoria-ave/1505780189,0
408,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/affordable-2-bedroom-suite/1570522689,0
409,814,"3864 Rae Street, Regina, SK, S4S 3A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3864-rae-street/1505749883,0
410,854,"801 Grey Street, Regina, SK, S4T 5G8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/west-apartment-for-rent-801-grey-street/1505749902,0
411,814,"3864 Rae Street, Regina, SK, S4S 3A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3864-rae-street/1505749883,0
412,675,"2821 Parliament Ave, Regina, SK, S4S 2L1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,320,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-2821-parliament-ave/1505749947,0
413,994,"2821 Parliament Ave, Regina, SK, S4S 2L1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-2821-parliament-ave/1505749915,0
414,879,"2121 Smith Street, Regina, SK, S4P 2P3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/downtown-apartment-for-rent-2121-smith-street/1505749885,0
415,854,"3864 Rae Street, Regina, SK, S4S 3A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,480,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3864-rae-street/1505749906,0
416,1189,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-premium-22-41-munroe-pl-renovated-suite/1565117719,0
419,1300,"S4P3y8, Canada",Condo,1,1.0,0,1,1,Not Included,1,1 Year,0,632,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/downtown-condo-for-rent/1570087027,0
420,1100,"Blake Cres, Regina, SK S4X, Canada",Townhouse,2,1.0,0,0,0,Not Included,1,1 Year,0,875,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/house-2-beds-1-bath-for-rent-1100/1570085766,0
421,1200,"10 Ave W, Melville, SK S0A 2P0, Canada",House,3,1.0,1,1,1,Not Included,1,1 Year,0,950,1,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/main-floor-house-for-rent-melville/1570079959,0
422,940,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,659,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-1-bedroom-apartment-for-rent/1570072030,0
423,1250,"Froom Crescent, Regina, SK S4N 1B7, Canada",House,2,1.0,0,1,1,Cable / TVInternet,2,1 Year,0,1050,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/2-bedroom-house-for-rent/1570068559,0
424,915,"2178 Osler St, Regina, SK S4P 1W6, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,900,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-apartment-for-rent/1570066270,0
425,1085,"2131 Angus Street, Regina, SK, S4T 2A1",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,875,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-for-rent-heat-water-included/1570057876,0
427,1690,", S4N 1L6, Regina, SK",House,3,1.5,0,0,0,Not Included,3,1 Year,0,1100,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/douglas-park-3-bedroom-family-bungalow/1570057731,0
429,800,"S4S4G2, Canada",Apartment,1,1.0,0,1,1,Not Included,1,Month-to-month,0,700,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/one-bedroom-south-end/1570030725,0
